x1,x2
0.23585207345366166,0.11614797412121436
1.3380542741435697,-0.8549597741398951
-2.6590174710192342,2.6172534293848626
1.2729865936420903,-1.1361639694190695
1.4607322392113438,-1.1505316188563885
-2.5465585531136052,0.2365875957579795
-1.6972339201594124,0.8541046230135093
-2.0257060662134805,1.3868925121579874
1.1397021504464637,-1.2678276037120535
-3.419145751681244,1.7896522213090826
-1.5564549541290973,2.7148168829666077
-3.722174676807969,3.544682384849699
-4.602926602965055,5.090505897921584
-4.338932706168549,4.657820735672121
-0.2709815991331187,1.1109025904681045
-2.085995624109662,2.1865670402411843
-4.42381123210094,2.75746794179841
0.18266290082626188,0.14810499458621676
-4.9746983431194955,3.341464509871617
1.5263451071073058,-1.523359182064317
1.461432166807446,-1.6259465588625417
-2.722784951210863,0.2937325066398599
-3.9929881670522698,4.196093723615953
-2.531677734667639,2.6232295327089017
-2.2503424218135857,-0.37757721411735484
-3.179582438604566,3.627726134829469
-1.197722640285121,0.44765873246475396
-4.048984282806662,1.9709410432261043
-2.8747481184071018,0.5502469378512249
1.8552171652828089,-2.1818837190623523
-3.6117180018640807,2.107298920870402
-2.9638156422651236,0.7715718414636634
-2.9894464225151633,0.9146094446308687
-2.4859492267930916,-0.045543225517020426
-2.492542532258971,2.4938641820777487
-3.180549883159831,0.9804117587135116
0.09224346687100216,0.6120644896902465
-2.5539092468649796,-0.18424666178087068
-3.2722358694668694,3.425041597335673
-3.1518301251267498,3.115422310559611
0.5900550597281685,-0.8198080821421132
-2.901666390284009,0.3752579616399779
-0.15138048681405186,0.9760946673013211
1.9724834804745983,-2.11840646039464
-2.424206393147411,2.428075851439932
-3.8013634174160456,1.833968551828184
-3.9980364334313556,4.811716246919141
1.026710820179705,-1.2064897164822153
-2.7313019228031292,3.0336842664622274
-3.476055749306802,1.5563479716826831
